"Requirement ID","Source Section","Source Title","Source Line","Source Form","Source Statement","Normalized Atomic Requirement","Disposition","Review Method","Atomicity Status","Horizon","Implementation Phase","Epic IDs","Story IDs","Acceptance Criteria IDs","Test IDs","Implementation Evidence","Notes"
"MSR-055-1E1C48787D","55","EVENT-DRIVEN ARCHITECTURE","1428","bullet","SubscriptionCancelled.","The platform must support SubscriptionCancelled. within event-driven architecture.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-055-01","AC-MSR-055-01-10","TC-MSR-055-1E1C48787D","","No implementation evidence inferred."
"MSR-055-FD944F282A","55","EVENT-DRIVEN ARCHITECTURE","1430","normative_prose","Use event streaming infrastructure suitable for high scale.","Use event streaming infrastructure suitable for high scale.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-055-02","AC-MSR-055-02-01","TC-MSR-055-FD944F282A","","No implementation evidence inferred."
"MSR-055-F7866DE681","55","EVENT-DRIVEN ARCHITECTURE","1432","normative_prose","Ensure reliable delivery patterns such as transactional outbox where appropriate.","Ensure reliable delivery patterns such as transactional outbox where appropriate.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-055-02","AC-MSR-055-02-02","TC-MSR-055-F7866DE681","","No implementation evidence inferred."
"MSR-056-29831DF9F9","56","CORE DOMAIN SERVICES","1438","contextual_prose","Architect logical services/modules for:","Product and implementation decisions must conform to this master-specification constraint: Architect logical services/modules for:.","parent_context","deterministic_source_normalization","context_only","Cross-horizon","Phase 5","","","","","","Retained as context; delivery coverage is carried by child candidates."
"MSR-056-A2C48C0418","56","CORE DOMAIN SERVICES","1439","bullet","Identity","The platform must support Identity within core domain services.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-056-01","AC-MSR-056-01-01","TC-MSR-056-A2C48C0418","","No implementation evidence inferred."
"MSR-056-E650103E3D","56","CORE DOMAIN SERVICES","1440","bullet","Tenant Management","The platform must support Tenant Management within core domain services.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-056-01","AC-MSR-056-01-02","TC-MSR-056-E650103E3D","","No implementation evidence inferred."
"MSR-056-4B25B5A6B3","56","CORE DOMAIN SERVICES","1441","bullet","Customer","The platform must support Customer within core domain services.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-056-01","AC-MSR-056-01-03","TC-MSR-056-4B25B5A6B3","","No implementation evidence inferred."
"MSR-056-0F99D36E9C","56","CORE DOMAIN SERVICES","1442","bullet","Account","The platform must support Account within core domain services.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-056-01","AC-MSR-056-01-04","TC-MSR-056-0F99D36E9C","","No implementation evidence inferred."
"MSR-056-95D877F958","56","CORE DOMAIN SERVICES","1443","bullet","Catalog","The platform must support Catalog within core domain services.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-056-01","AC-MSR-056-01-05","TC-MSR-056-95D877F958","","No implementation evidence inferred."
"MSR-056-E84717980B","56","CORE DOMAIN SERVICES","1444","bullet","Pricing","The platform must support Pricing within core domain services.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-056-01","AC-MSR-056-01-06","TC-MSR-056-E84717980B","","No implementation evidence inferred."
"MSR-056-0CD829EC46","56","CORE DOMAIN SERVICES","1445","bullet","Quotes","The platform must support Quotes within core domain services.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-056-01","AC-MSR-056-01-07","TC-MSR-056-0CD829EC46","","No implementation evidence inferred."
"MSR-056-BD70F9F5F7","56","CORE DOMAIN SERVICES","1446","bullet","Contracts","The platform must support Contracts within core domain services.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-056-01","AC-MSR-056-01-08","TC-MSR-056-BD70F9F5F7","","No implementation evidence inferred."
"MSR-056-ADE68C903E","56","CORE DOMAIN SERVICES","1447","bullet","Subscriptions","The platform must support Subscriptions within core domain services.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-056-01","AC-MSR-056-01-09","TC-MSR-056-ADE68C903E","","No implementation evidence inferred."
"MSR-056-A3A2C5A40A","56","CORE DOMAIN SERVICES","1448","bullet","Entitlements","The platform must support Entitlements within core domain services.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-056-01","AC-MSR-056-01-10","TC-MSR-056-A3A2C5A40A","","No implementation evidence inferred."
"MSR-056-339051F699","56","CORE DOMAIN SERVICES","1449","bullet","Usage","The platform must support Usage within core domain services.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-056-02","AC-MSR-056-02-01","TC-MSR-056-339051F699","","No implementation evidence inferred."
"MSR-056-45C9C4EE37","56","CORE DOMAIN SERVICES","1450","bullet","Metering","The platform must support Metering within core domain services.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-056-02","AC-MSR-056-02-02","TC-MSR-056-45C9C4EE37","","No implementation evidence inferred."
"MSR-056-A7F8943F81","56","CORE DOMAIN SERVICES","1451","bullet","Rating","The platform must support Rating within core domain services.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-056-02","AC-MSR-056-02-03","TC-MSR-056-A7F8943F81","","No implementation evidence inferred."
"MSR-056-0B1C4D19CA","56","CORE DOMAIN SERVICES","1452","bullet","Billing","The platform must support Billing within core domain services.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-056-02","AC-MSR-056-02-04","TC-MSR-056-0B1C4D19CA","","No implementation evidence inferred."
"MSR-056-C29D514803","56","CORE DOMAIN SERVICES","1453","bullet","Invoice","The platform must support Invoice within core domain services.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-056-02","AC-MSR-056-02-05","TC-MSR-056-C29D514803","","No implementation evidence inferred."
"MSR-056-7A8B6C68DA","56","CORE DOMAIN SERVICES","1454","bullet","Tax","The platform must support Tax within core domain services.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-056-02","AC-MSR-056-02-06","TC-MSR-056-7A8B6C68DA","","No implementation evidence inferred."
"MSR-056-A77624748B","56","CORE DOMAIN SERVICES","1455","bullet","Payments","The platform must support Payments within core domain services.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-056-02","AC-MSR-056-02-07","TC-MSR-056-A77624748B","","No implementation evidence inferred."
"MSR-056-96A3B59341","56","CORE DOMAIN SERVICES","1456","bullet","Collections","The platform must support Collections within core domain services.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-056-02","AC-MSR-056-02-08","TC-MSR-056-96A3B59341","","No implementation evidence inferred."
"MSR-056-A5DF3F2153","56","CORE DOMAIN SERVICES","1457","bullet","Credits","The platform must support Credits within core domain services.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-056-02","AC-MSR-056-02-09","TC-MSR-056-A5DF3F2153","","No implementation evidence inferred."
"MSR-056-A3CA0103FE","56","CORE DOMAIN SERVICES","1458","bullet","Revenue Recognition","The platform must support Revenue Recognition within core domain services.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-056-02","AC-MSR-056-02-10","TC-MSR-056-A3CA0103FE","","No implementation evidence inferred."
"MSR-056-9680215E67","56","CORE DOMAIN SERVICES","1459","bullet","Reconciliation","The platform must support Reconciliation within core domain services.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-056-03","AC-MSR-056-03-01","TC-MSR-056-9680215E67","","No implementation evidence inferred."
"MSR-056-EA59EA3217","56","CORE DOMAIN SERVICES","1460","bullet","Accounting","The platform must support Accounting within core domain services.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-056-03","AC-MSR-056-03-02","TC-MSR-056-EA59EA3217","","No implementation evidence inferred."
"MSR-056-6B4A2B341C","56","CORE DOMAIN SERVICES","1461","bullet","Notifications","The platform must support Notifications within core domain services.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-056-03","AC-MSR-056-03-03","TC-MSR-056-6B4A2B341C","","No implementation evidence inferred."
"MSR-056-25BB6EA2FC","56","CORE DOMAIN SERVICES","1462","bullet","Workflow","The platform must support Workflow within core domain services.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-056-03","AC-MSR-056-03-04","TC-MSR-056-25BB6EA2FC","","No implementation evidence inferred."
"MSR-056-EA0BAFD115","56","CORE DOMAIN SERVICES","1463","bullet","Rules","The platform must support Rules within core domain services.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-056-03","AC-MSR-056-03-05","TC-MSR-056-EA0BAFD115","","No implementation evidence inferred."
"MSR-056-8F057AFC96","56","CORE DOMAIN SERVICES","1464","bullet","Analytics","The platform must support Analytics within core domain services.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-056-03","AC-MSR-056-03-06","TC-MSR-056-8F057AFC96","","No implementation evidence inferred."
"MSR-056-4BFB5FA0D6","56","CORE DOMAIN SERVICES","1466","bullet","Audit","The platform must support Audit within core domain services.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-056-03","AC-MSR-056-03-07","TC-MSR-056-4BFB5FA0D6","","No implementation evidence inferred."
"MSR-056-C6FDB60EA0","56","CORE DOMAIN SERVICES","1467","bullet","Integrations.","The platform must support Integrations. within core domain services.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-056-03","AC-MSR-056-03-08","TC-MSR-056-C6FDB60EA0","","No implementation evidence inferred."
"MSR-056-7B0B9535F9","56","CORE DOMAIN SERVICES","1469","normative_prose","Do not split into microservices prematurely.","Do not split into microservices prematurely.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-056-03","AC-MSR-056-03-09","TC-MSR-056-7B0B9535F9","","No implementation evidence inferred."
"MSR-056-945B2A7953","56","CORE DOMAIN SERVICES","1471","normative_prose","Define bounded contexts clearly and choose deployment boundaries based upon scale and operational need.","Define bounded contexts clearly and choose deployment boundaries based upon scale and operational need.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E001","US-MSR-056-03","AC-MSR-056-03-10","TC-MSR-056-945B2A7953","","No implementation evidence inferred."
"MSR-057-5596C8084E","57","FINANCIAL LEDGER","1477","normative_prose","Financial records require stronger guarantees than ordinary application records.","Financial records require stronger guarantees than ordinary application records.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E017","US-MSR-057-01","AC-MSR-057-01-01","TC-MSR-057-5596C8084E","","No implementation evidence inferred."
"MSR-057-907C27329F","57","FINANCIAL LEDGER","1479","normative_prose","Implement double-entry accounting concepts where appropriate.","Implement double-entry accounting concepts where appropriate.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E017","US-MSR-057-01","AC-MSR-057-01-02","TC-MSR-057-907C27329F","","No implementation evidence inferred."
"MSR-057-6C94BFE878","57","FINANCIAL LEDGER","1481","normative_prose","Ledger entries should be immutable.","Ledger entries should be immutable.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E017","US-MSR-057-01","AC-MSR-057-01-03","TC-MSR-057-6C94BFE878","","No implementation evidence inferred."
"MSR-057-5C9D6717FD","57","FINANCIAL LEDGER","1483","normative_prose","Corrections should occur through reversals or adjustments.","Corrections should occur through reversals or adjustments.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E017","US-MSR-057-01","AC-MSR-057-01-04","TC-MSR-057-5C9D6717FD","","No implementation evidence inferred."
"MSR-057-D9182A5AB6","57","FINANCIAL LEDGER","1485","normative_prose","Never silently edit posted financial records.","Never silently edit posted financial records.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 5","SUB-E017","US-MSR-057-01","AC-MSR-057-01-05","TC-MSR-057-D9182A5AB6","","No implementation evidence inferred."
"MSR-058-C69192855F","58","IDEMPOTENCY","1491","normative_prose","All financial APIs must protect against duplicate execution.","All financial APIs must protect against duplicate execution.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 0","SUB-E001","US-BL-001-02","AC-BL-001-02-REQ-058-C69192855F","TC-001-02-01;TC-001-02-02;TC-001-02-03","","No implementation evidence inferred."
"MSR-058-2CCE1DD0DC","58","IDEMPOTENCY","1493","normative_prose","Repeating the same request must not charge a customer twice.","Repeating the same request must not charge a customer twice.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 0","SUB-E001","US-BL-001-02","AC-BL-001-02-REQ-058-2CCE1DD0DC","TC-001-02-01;TC-001-02-02","","No implementation evidence inferred."
"MSR-059-2A8DB29EE1","59","CONSISTENCY MODEL","1499","normative_prose","Explicitly identify where strong consistency is required.","Explicitly identify where strong consistency is required.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 0","SUB-E001","US-MSR-059-01","AC-MSR-059-01-01","TC-MSR-059-2A8DB29EE1","","No implementation evidence inferred."
"MSR-059-D4AFD553C3","59","CONSISTENCY MODEL","1501","contextual_prose","Examples:","Product and implementation decisions must conform to this master-specification constraint: Examples:.","parent_context","deterministic_source_normalization","context_only","Cross-horizon","Phase 0","","","","","","Retained as context; delivery coverage is carried by child candidates."
"MSR-059-62CDD8893A","59","CONSISTENCY MODEL","1502","bullet","payment posting","The platform must support payment posting within consistency model.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 0","SUB-E001","US-MSR-059-01","AC-MSR-059-01-02","TC-MSR-059-62CDD8893A","","No implementation evidence inferred."
"MSR-059-45083AA6F3","59","CONSISTENCY MODEL","1503","bullet","invoice finalization","The platform must support invoice finalization within consistency model.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 0","SUB-E001","US-MSR-059-01","AC-MSR-059-01-03","TC-MSR-059-45083AA6F3","","No implementation evidence inferred."
"MSR-059-04D8A78146","59","CONSISTENCY MODEL","1504","bullet","ledger posting","The platform must support ledger posting within consistency model.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 0","SUB-E001","US-MSR-059-01","AC-MSR-059-01-04","TC-MSR-059-04D8A78146","","No implementation evidence inferred."
"MSR-059-B730C3405A","59","CONSISTENCY MODEL","1505","bullet","entitlement state when financially material.","The platform must support entitlement state when financially material. within consistency model.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 0","SUB-E001","US-MSR-059-01","AC-MSR-059-01-05","TC-MSR-059-B730C3405A","","No implementation evidence inferred."
"MSR-059-9D322103A7","59","CONSISTENCY MODEL","1507","normative_prose","Use eventual consistency where appropriate for:","Use eventual consistency where appropriate for:.","parent_context","deterministic_source_normalization","context_only","Cross-horizon","Phase 0","","","","","","Retained as context; delivery coverage is carried by child candidates."
"MSR-059-A5BD6DD711","59","CONSISTENCY MODEL","1508","bullet","analytics","The platform must support analytics within consistency model.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 0","SUB-E001","US-MSR-059-01","AC-MSR-059-01-06","TC-MSR-059-A5BD6DD711","","No implementation evidence inferred."
"MSR-059-ADCA291CE7","59","CONSISTENCY MODEL","1509","bullet","dashboards","The platform must support dashboards within consistency model.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 0","SUB-E001","US-MSR-059-01","AC-MSR-059-01-07","TC-MSR-059-ADCA291CE7","","No implementation evidence inferred."
"MSR-059-386BD05D9E","59","CONSISTENCY MODEL","1510","bullet","reporting views","The platform must support reporting views within consistency model.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 0","SUB-E001","US-MSR-059-01","AC-MSR-059-01-08","TC-MSR-059-386BD05D9E","","No implementation evidence inferred."
"MSR-059-A6F0DCAF2F","59","CONSISTENCY MODEL","1511","bullet","notifications.","The platform must support notifications. within consistency model.","accepted","deterministic_source_normalization","normalized_atomic","Cross-horizon","Phase 0","SUB-E001","US-MSR-059-01","AC-MSR-059-01-09","TC-MSR-059-A6F0DCAF2F","","No implementation evidence inferred."
"MSR-060-1D5278356F","60","AUDITABILITY","1517","contextual_prose","Record:","Audit records contain the following atomic evidence fields.","parent_context","curated_review","context_only","Cross-horizon","Cross-cutting","","","","","","Retained as context; delivery coverage is carried by child candidates."
"MSR-060-D685CE4383","60","AUDITABILITY","1518","bullet","who","Every audit record must identify the actor.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 0","SUB-E017","US-BL-017-01","AC-BL-017-01-REQ-060-D685CE4383","TC-017-01-01;TC-017-01-02","","No implementation evidence inferred."
"MSR-060-72A98A23A1","60","AUDITABILITY","1519","bullet","did what","Every audit record must identify the action.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 0","SUB-E017","US-BL-017-01","AC-BL-017-01-REQ-060-72A98A23A1","TC-017-01-01;TC-017-01-02","","No implementation evidence inferred."
"MSR-060-8863CC87AA","60","AUDITABILITY","1520","bullet","to which object","Every audit record must identify the affected object.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 0","SUB-E017","US-BL-017-01","AC-BL-017-01-REQ-060-8863CC87AA","TC-017-01-01;TC-017-01-02","","No implementation evidence inferred."
"MSR-060-7A4D1C60B6","60","AUDITABILITY","1521","bullet","when","Every audit record must identify when the action occurred.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 0","SUB-E017","US-BL-017-01","AC-BL-017-01-REQ-060-7A4D1C60B6","TC-017-01-01;TC-017-01-02","","No implementation evidence inferred."
"MSR-060-84A0B159CD","60","AUDITABILITY","1522","bullet","from where","Every audit record must identify the trusted request or workload origin.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 0","SUB-E017","US-BL-017-01","AC-BL-017-01-REQ-060-84A0B159CD","TC-017-01-01;TC-017-01-02","","No implementation evidence inferred."
"MSR-060-03F1D3C250","60","AUDITABILITY","1523","bullet","before value","Every audit record must preserve a safe before-state reference.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 0","SUB-E017","US-BL-017-01","AC-BL-017-01-REQ-060-03F1D3C250","TC-017-01-01;TC-017-01-02","","No implementation evidence inferred."
"MSR-060-7A6587E28A","60","AUDITABILITY","1524","bullet","after value","Every audit record must preserve a safe after-state reference.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 0","SUB-E017","US-BL-017-01","AC-BL-017-01-REQ-060-7A6587E28A","TC-017-01-01;TC-017-01-02","","No implementation evidence inferred."
"MSR-060-987796DF8F","60","AUDITABILITY","1525","bullet","reason.","Every audit record must capture the action reason.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 0","SUB-E017","US-BL-017-01","AC-BL-017-01-REQ-060-987796DF8F","TC-017-01-01;TC-017-01-02","","No implementation evidence inferred."
"MSR-060-D67CC8BB58","60","AUDITABILITY","1527","normative_prose","Configuration changes must be auditable.","Configuration changes must be auditable.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 0","SUB-E017","US-BL-017-01;US-BL-017-02","AC-BL-017-01-REQ-060-D67CC8BB58;AC-BL-017-02-REQ-060-D67CC8BB58","TC-017-01-01;TC-017-01-02;TC-017-02-01","","No implementation evidence inferred."
"MSR-060-65FD06CA1F","60","AUDITABILITY","1529","normative_prose","AI actions must additionally record:","AI audit records contain the following additional fields.","parent_context","curated_review","context_only","Cross-horizon","Cross-cutting","","","","","","Retained as context; delivery coverage is carried by child candidates."
"MSR-060-D71BCB321D","60","AUDITABILITY","1530","bullet","model","Every AI audit record must identify the model and version.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 5","SUB-E015;SUB-E017","US-BL-015-01;US-BL-017-01","AC-BL-015-01-REQ-060-D71BCB321D;AC-BL-017-01-REQ-060-D71BCB321D","TC-015-01-02;TC-017-01-01","","No implementation evidence inferred."
"MSR-060-4E2B7E4C92","60","AUDITABILITY","1531","bullet","prompt/context reference","Every AI audit record must retain a safe prompt/context reference.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 5","SUB-E015;SUB-E017","US-BL-015-01;US-BL-017-01","AC-BL-015-01-REQ-060-4E2B7E4C92;AC-BL-017-01-REQ-060-4E2B7E4C92","TC-015-01-02;TC-017-01-01","","No implementation evidence inferred."
"MSR-060-E62965BC5A","60","AUDITABILITY","1532","bullet","tool/action invoked","Every AI audit record must identify the tool or action invoked.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 5","SUB-E015;SUB-E017","US-BL-015-01;US-BL-017-01","AC-BL-015-01-REQ-060-E62965BC5A;AC-BL-017-01-REQ-060-E62965BC5A","TC-015-01-02;TC-017-01-01","","No implementation evidence inferred."
"MSR-060-4DD1180FFA","60","AUDITABILITY","1533","bullet","decision policy","Every AI audit record must identify the governing decision policy.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 5","SUB-E015;SUB-E017","US-BL-015-01;US-BL-017-01","AC-BL-015-01-REQ-060-4DD1180FFA;AC-BL-017-01-REQ-060-4DD1180FFA","TC-015-01-02;TC-017-01-01","","No implementation evidence inferred."
"MSR-060-647E2C1605","60","AUDITABILITY","1534","bullet","human approval","Every AI audit record must identify any required human approval.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 5","SUB-E015;SUB-E017","US-BL-015-01;US-BL-017-01","AC-BL-015-01-REQ-060-647E2C1605;AC-BL-017-01-REQ-060-647E2C1605","TC-015-01-02;TC-017-01-01","","No implementation evidence inferred."
"MSR-060-658F940653","60","AUDITABILITY","1535","bullet","outcome.","Every AI audit record must capture the outcome.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 5","SUB-E015;SUB-E017","US-BL-015-01;US-BL-017-01","AC-BL-015-01-REQ-060-658F940653;AC-BL-017-01-REQ-060-658F940653","TC-015-01-02;TC-017-01-01","","No implementation evidence inferred."
"MSR-060-B4104BDA97","60","AUDITABILITY","1537","normative_prose","Never record secrets or complete payment credentials.","Never record secrets or complete payment credentials.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 0","SUB-E009;SUB-E017","US-BL-009-03;US-BL-017-01","AC-BL-009-03-REQ-060-B4104BDA97;AC-BL-017-01-REQ-060-B4104BDA97","TC-009-03-02;TC-017-01-02","","No implementation evidence inferred."
"MSR-061-2C887FB071","61","ROLE-BASED ACCESS","1543","contextual_prose","Personas:","The RBAC catalogue covers the following product personas.","parent_context","curated_review","context_only","Cross-horizon","Cross-cutting","","","","","","Retained as context; delivery coverage is carried by child candidates."
"MSR-061-7A36036152","61","ROLE-BASED ACCESS","1544","bullet","Billing Administrator","The role catalogue must define least-privilege permissions for the Billing Administrator persona.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 0","SUB-E002","US-BL-002-03","AC-BL-002-03-REQ-061-7A36036152","TC-002-03-01","","No implementation evidence inferred."
"MSR-061-1B4B96A6E3","61","ROLE-BASED ACCESS","1545","bullet","Pricing Manager","The role catalogue must define least-privilege permissions for the Pricing Manager persona.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 0","SUB-E002","US-BL-002-03","AC-BL-002-03-REQ-061-1B4B96A6E3","TC-002-03-01","","No implementation evidence inferred."
"MSR-061-AD99726B55","61","ROLE-BASED ACCESS","1546","bullet","Collections Agent","The role catalogue must define least-privilege permissions for the Collections Agent persona.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 0","SUB-E002","US-BL-002-03","AC-BL-002-03-REQ-061-AD99726B55","TC-002-03-01","","No implementation evidence inferred."
"MSR-061-10DF979CB3","61","ROLE-BASED ACCESS","1547","bullet","Customer Support","The role catalogue must define least-privilege permissions for the Customer Support persona.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 0","SUB-E002","US-BL-002-03","AC-BL-002-03-REQ-061-10DF979CB3","TC-002-03-01","","No implementation evidence inferred."
"MSR-061-FC23E1A2AC","61","ROLE-BASED ACCESS","1548","bullet","Finance Controller","The role catalogue must define least-privilege permissions for the Finance Controller persona.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 0","SUB-E002","US-BL-002-03","AC-BL-002-03-REQ-061-FC23E1A2AC","TC-002-03-01","","No implementation evidence inferred."
"MSR-061-5B5141CF8A","61","ROLE-BASED ACCESS","1549","bullet","Revenue Accountant","The role catalogue must define least-privilege permissions for the Revenue Accountant persona.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 0","SUB-E002","US-BL-002-03","AC-BL-002-03-REQ-061-5B5141CF8A","TC-002-03-01","","No implementation evidence inferred."
"MSR-061-090E641078","61","ROLE-BASED ACCESS","1550","bullet","Sales","The role catalogue must define least-privilege permissions for the Sales persona.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 0","SUB-E002","US-BL-002-03","AC-BL-002-03-REQ-061-090E641078","TC-002-03-01","","No implementation evidence inferred."
"MSR-061-63FDAF8F3E","61","ROLE-BASED ACCESS","1551","bullet","Product Manager","The role catalogue must define least-privilege permissions for the Product Manager persona.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 0","SUB-E002","US-BL-002-03","AC-BL-002-03-REQ-061-63FDAF8F3E","TC-002-03-01","","No implementation evidence inferred."
"MSR-061-C9828F9E74","61","ROLE-BASED ACCESS","1552","bullet","Operations","The role catalogue must define least-privilege permissions for the Operations persona.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 0","SUB-E002","US-BL-002-03","AC-BL-002-03-REQ-061-C9828F9E74","TC-002-03-01","","No implementation evidence inferred."
"MSR-061-5C468F3F8B","61","ROLE-BASED ACCESS","1553","bullet","Developer","The role catalogue must define least-privilege permissions for the Developer persona.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 0","SUB-E002","US-BL-002-03","AC-BL-002-03-REQ-061-5C468F3F8B","TC-002-03-01","","No implementation evidence inferred."
"MSR-061-A7460DEF70","61","ROLE-BASED ACCESS","1554","bullet","Auditor","The role catalogue must define least-privilege permissions for the Auditor persona.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 0","SUB-E002","US-BL-002-03","AC-BL-002-03-REQ-061-A7460DEF70","TC-002-03-01","","No implementation evidence inferred."
"MSR-061-3232EC982D","61","ROLE-BASED ACCESS","1555","bullet","Executive.","The role catalogue must define least-privilege permissions for the Executive persona.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 0","SUB-E002","US-BL-002-03","AC-BL-002-03-REQ-061-3232EC982D","TC-002-03-01","","No implementation evidence inferred."
"MSR-061-2B41953787","61","ROLE-BASED ACCESS","1557","normative_prose","Support RBAC plus optional attribute-based policies.","Authorization must support tenant-scoped RBAC and optional attribute-based policy constraints.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 0","SUB-E002","US-BL-002-03","AC-BL-002-03-REQ-061-2B41953787","TC-002-03-01","","No implementation evidence inferred."
"MSR-062-8989FE4287","62","APPROVAL CONTROLS","1563","contextual_prose","Configurable maker-checker.","Maker-checker approval policy must be tenant-configurable.","accepted","curated_review","validated_atomic","Cross-horizon","Phase 0","SUB-E002","US-BL-002-03","AC-BL-002-03-REQ-062-8989FE4287","TC-002-03-02","","No implementation evidence inferred."
